Unnamed: 0,Review_Date,Author,Rating,Review_Title,Review
946,26-Oct-20,backslapjones,5," Not very good
","Borat was a phenomenon. Now it has to be referred to as ""the first Borat"" because of this sub-par sequel. Everything is predictable and on the nose, and the unpredictable parts are just plain stupid. We all deserved better."
947,24-Oct-20,arabnikita,6," Doesn't come close to the original but still has its hilarious moments
","Jagshemash! In this movie, Borat goes back to America to save his country, prevent his execution and discover how the world has changed in 14 years. While this sequel is above many of our modern comedies, it doesn't come remotely close to the original for two reasons. The movie's main plot is too heavily focused on Trump, his buddies and politics overall which makes it feel boring and dry. The segments outside of the ""main narrative"" are hilarious in all the right ways but most of them feel scripted and inorganic."
948,26-Oct-20,voodoothatyoodoo,10," A work of genius!
","It is as good as the first movie, possibly better! It was the funniest movie I've seen in ages, and it was exactly what I needed during this dark time in world history."
949,23-Oct-20,Glenumbra,10," Worth watching
","Karen killed Fauci.
Now go vote or you will be execute!"
950,23-Oct-20,vete-58209,10," Great movie
","I'm so glad we finally got a sequel, this is something everyone wanted but that couldn't be done because everyone already knew about Borat at that point."
951,28-Oct-20,feagananna,4," Meh..
","I laughed a few times, it was OK. First one was much better. The politics were too much, and pretty exaggerated. If your swing far left, sure you'll think it's funny, they'll laugh at any joke if it's making fun of Republicans."
952,5-Nov-20,catherineharding-739-558537,10," Great Movie, Only 20% of Friends in Room Fell Asleep
","Very nice 👍👍👍 would recommend. 10/10. Might make you fall asleep, but sleep is always nice so I don't see that as a bad thing."
953,30-Jul-21,kevin_robbins,7," This isn't as good as the first film but was still fairly entertaining
","Borat (2020) is a movie we watched on Amazon Prime as soon as it was released. The storyline follows our good friend Borat when he returns to to the United States, this time with his daughter, to uncover critical details about the pandemic, election and disgrace that is the United States society. This movie is directed by Jason Woliner (The Last Man on Earth) and stars Sacha Baron Cohen (Bruno), Maria Bakalova (Fleabag) and Tom Hanks (Forest Gump). The comedic content in this was inconsistent but had some great display of the people who vote for Trump, their thought process and how rationale they come across with their thought processes, including members of his actual presidential regime. It was a very accurate representation on a large percentage of our society. The daughter to me wasn't as natural as Cohen in her role, she felt very awkward throughout the film; however, the scene with Giuliani was gold. Overall this isn't as good as the first film but was still fairly entertaining. I'd score this a 6.5/10."
954,26-Oct-20,asiazhe,1," i dont love it
","The world needs to stop communism, (this communism includes Chinese socialism)"
955,21-Dec-20,smkaiser-79732,1," Awful!
","Hard to watch it was sooooo bad... We wanted to like it, but it was almost painful to finish watching it"
956,27-Oct-20,hecate21,1," pathetic
","Not funny at all. it's a very lame repetition of the original.... don't waste your time.
Angry liberal trying to score points among other angry liberals. It's not original or not funny anymore. Humor should be beyond that...."
957,28-Oct-20,findam,4," Not as good as first one.
",Big fan of Borat. Thought the first movie was brilliant but this was just slow and boring.with only a few good sketches.
958,25-Oct-20,peerman,10," Genius!
",The first half is funny but gross-out cringey (and socially and politically no-holds barred). The second half is genius.
959,24-Dec-20,Nemsi,1," Who is America posing as Borat
",I genuinely laughed a lot watching this movie - it's not a bad sequel overall but only a 50% of this movie is a funny sequel. The other half is a political statement - the film was even released just before the elections and has very clear political massages in it and the story suffers from its political undertones - the attempt to discredit political figures seemed rather unnecessary.
960,13-Jul-21,851222,7," The ending saved it
",Greetings from Lithuania.
961,30-Mar-22,arthur_tafero,6," A Sequel to Borat - Borat Subsequent Moviefilm
","As leading film critic of great country of Kazakhstan, I have been ordered to give this film an 8 star rating even though I felt it only deserved one or two. Not as good as original Borat. He try good again; and daughter have very nice vagine; Son not so good. USA have nice cages. I am agree with critic I make feud, so now forgive for Being the Ricardos pan and invite to be partner for video show. Must see this movie with hooker or other rented person. Wuhan flu for me and you; whoopdeedoo, subaru. I give spoiler (high five). Borat not execute. Georgia dance very tasteful. Bring out elegance of Central Asia."
962,17-Nov-21,damianphelps,7," Is The Third One Gong To Be Called Morat??
","I was in the mood for this kind of film so it worked for me, however I can see why the film wouldn't have worked for everyone."
963,3-Dec-21,ronin-88,8," Borat, his daughter Tutar and Rudy Juliani
","The sequel is very funny, not quite as good as the original but it was still an excellent movie. Maria Bakalova steals the show as Borat's daughter. At its core, there was a good story: about a father (Sacha Baron Cohen) coming to terms with the love he feels for his daughter, and to stop treating her merely as a vehicle for his own wishes."
964,30-Nov-20,jimcorliss,8," Funny!
",Very original and funny. Definitely worth watching.
965,14-Sep-21,anacpcruz,9," Subsequent Epic Iconic Comedy
","In the same line of the first Borat movie, this ""new"" Borat also comes to the United States of America, with a mission and goals to achieve. Now Borat have more life experience after years in imprisonment and a new opportunity to travel, but he doesn't go alone this time. The premise alters from the first trip because he's daughter Tutar, with the amazing acting of Maria Bakalova, will change the trolling game in Yankee soil. Sacha Baron Cohen used well the new word social, political and health order, and the context of the pandemics and the American elections to continue the plot based in trolling and make innocent fun of random Americans, all in the name of the most original comedy. A modus operandi that blasts the world with ""great success"" with the first Borat movie."
966,28-Oct-20,bluenoseneil,5," They tried, and it will make you laugh but it's too contrived
",The very satirical and current nature of Borat: Subsequent Moviefilm is what makes it good. Republicans will be literally swearing at the TV.
967,25-Oct-20,abhi-29440,10," Pure Genius
","Probably the most important political satire of our time. It's bold, brutal and disheartening."
968,19-Nov-20,violalovisalindquist,3," Thought I would love it but it wasn't entertaining
",I'm sorry 😭 I loved borat so I thought I would love this one .. :(
969,24-Oct-20,kamennik,10," Best Movie 2020
","It's hilarious, but I was really moved by the daughter-father story. Maria Bakalova is a star. Anyway. Go see this gem. 10 out of 10."
970,7-Apr-21,rocktronross,1," Arguably The Worst Movie Of All Time !!!
","Neither Funny Nor Outrageous.. Very Cringe-worthy ( in a bad way ) .. bad acting and just not worth viewing.. the worst things are the staged reactions.. nothing is ' believable ' about this movie.. sad and annoying.. the actress who plays Borat's Daughter comes across as insincere, fake and unfunny... that is the one word that sticks out most.. ' unfunny '"
971,23-Oct-20,devkell,5," Meh
","It was fine, but seeing all the great reviews make me want to review it less. What are you seeing that I'm not? I wish I could elaborate more, all I can say is that it's what I expected. A super commercialized version of borat."
972,25-Oct-20,melmat-69856,10," This movie could not have come at a better time!
","Borat 2 portrays the true colors of Trump's America.
As the last message from the movie suggests, Go vote!"
973,26-Oct-20,apitchko-03266,1," Love Borat-1, Borat-2 is just sad
","Just a political, election year, rushed, poor movie. Sasha is such a smart guy, who made some awesome movies but this one is by far the worst. It's just anti Republican smear movie, it got no other punch lines. with all political stuff this year, this movie just piles on more on top. If you are die hard democrat you will love the movie, if you non political or republican then this movie is just sad. Sasha can do much better then this."
974,24-Oct-20,Airman87,6," Falters in authenticity of the original, but has its moments.
","Sadly this film's directing style is more reminiscent of Cohen's later movie, The Dictator, than it is his earlier works of the original Borat prequel or Bruno. More focus feels given to the fictional being of our Kazakh characters than it does actual reality. At times it comes off too in-your-face with the scriptedness or blatant editing, so the film never gives a chance for reality and its genuine characters to breath with same earnest reactions as the original film."
975,29-Oct-20,rytyrrell,1," Waste of time and Money.
","Well, there's 90 minutes of my life I'll never get back. Slow, boring, and not nearly as good as the first."
976,29-Jan-21,fullvedo-28023,1," I can't stop regretting the 90 minutes spent in this nonsense movie
","The movie is not dirty but has very bad taste. It's OK if you want make fun with some political options or even beliefs, but this is out of any league. I am surprised that Sasha, who has two daughters, can make such stupid movies. There is absolutely nothing funny in the movie. Those were the 90 minutes which I will regret all my life."
977,17-Feb-21,georgiminkovp,1," extremely elementary and politically driven
",I can't believe this movie is nominated for any kind of award. Reminds me for the movie Idiocracy - degradation is almost complete. Considering I'm bulgarian I hope Maria get some real role in a film deserved to be watched because this is definitely not one to be proud of :/
978,4-May-21,arungautam10,8," My Name a Borat
","If you're a fan of Borat, you will love this. Itsa niceeeeeee 8/10 from me. High-five!"
979,1-Nov-20,linalelee,10," IT WAS FIREEEEEEEE
","I love it as much as the first one if not even more!
It's amazing the actress was hilarious, I love it . I'm looking to see more of her . I hope there it's a Borat 3 .
I highly recommend. I will keep my monthly subscription to amazon just for this one , looove it ."
980,23-Oct-20,jimmyhambleton,10," Borats back!!!
","Absolutely brilliant sequel, great to have borat back and some of the scenes with his daughter are great who is also superb. Highly recommended. High Five🤚"
981,6-Apr-21,cberkay,1," Trash
","Trash trash,trash, trash. Trash, trash, trash, trash, """
982,25-Oct-20,the-caitlin-hill,8," Looks more favorably on Americans than they realise
","One thing I noticed about this film, was the heart. American's unwavering commitment to be polite, to mind their own, to show respect to foreigners who they have a business transaction with... We want them to say, ""how dare you?"" or ""you can't do that!"", but they are set up to believe that the people being filmed are important to some foreign country, and they want to be respectful on camera, and make their money to get by... Even at the Republican Women's meeting, though some women were fuming, they were respectful and championed the daughter to have a voice, which was admirable, even if I disagree with their fundamental world view. This is then juxtaposed with the hate and misogyny: how abortion is wrong no matter what the circumstances, how men and women would sell off a woman or take advantage of a woman at any point, the hate for other people, other countries... but, everyone has rights, which they are disappointed in but stick by.
So, if one was to walk away from this and go, it's just an attack on Republicans or Americans et al, I would say they have missed that it's actually against hate for others and against the misogynistic treatment of women at all levels in society, and not just in America, but it's mostly fighting against men who have done the wrong thing by women and their country."
983,2-Mar-21,mdranadhaka,10," Super Work!
","A great experience, fine work, like it so much. My special thanks to all of the cast for playing their important role to make a beautiful thing."
984,8-Jun-21,pupillogiorgio,2," Boring Borat
","I was a fan of the first Borat. It was original, a masterwork in its own way. The story was so good, raw and unrespectful that you could not understand what really was in Baron Cohen mind. He made fun of everyone in the movie."
985,30-Oct-20,smediastudios,3," I don't care about politics but this was just crap...
",I'm gonna keep watching to see it but 30 mins in and I'm like ah....idk if it's worth it! I loved the first one but that was a moment in time.
986,27-Oct-20,dustyvanbrocklin,5," Some hilarious some awful
","As my review title says it is kind of feast or famine with Borat 2. Some of the pranks were great, but some were just plain not funny. Without giving spoilers it's hard to describe. The only thing I will say is the o e that was leaked about Rudy was creepy, but clearly he was tucking his shirt after taking off the mic. If anyone say anything different you are a dope. The first movie was revolutionary the second one was not."
987,4-Nov-20,himanshuojha-02740,6," Liked it 😁 Great Success
",I liked it but 1st is still close to heart. But i would love to see more.
988,7-Aug-23,fredrikgunerius,7," Be prepared for everything from toilet humour to clever and disguised double entendres
","Sacha Baron Cohen dusts off his 14 year old Borat character and takes him back to the United States in order to ridicule himself and various moronic and/or ignorant groups and people. The intellectual variance is noteworthy - be prepared for everything from toilet humour to clever and disguised double entendres as Borat and his 15-year old daughter (played by Romanian actress Maria Bakalova) roam around the American backwoods looking for targets - some of which admittedly seem a little too easy and undeserving, whereas others more or less are asking for it. The film will probably come off as politically biased for viewers who are die hard fans of the Republican party and the ""McDonald Trump"" administration. And granted, if there's one problem with Borat Subsequent Movie, it's not that it lashes out at stupidity and prejudice, but that it doesn't lash out at stupidity and prejudice from a broad enough spectre. Still, you have to be pretty closed up to not appreciate what Cohen tries to do here - and the wildly amusing albeit painfully embarrassing way he does it."
989,25-Oct-20,ieddaddy,10," Better than the first! Wawawewa
","Whoever says this one isn't better than the first clearly got lost. It's just masterful how Sacha was able to pull this off being that everyone knows him, there was a pandemic and shutdown. And the cherry on all of this was Rudy Giuliani who didn't know about his involvement to the film until the very week it was released. Also he made himself look extremely creepier than usual. The female actress was a true rock star. Yes this was better than the first one. 10/10"
990,3-Nov-20,FilmRevFew,8," Not as good as the original.
","Unfortunately it's hard for SBC to be Borat in public, as it's evident he is recognised everywhere; this is made clear very early on.
SBC playing Borat playing someone else, is a level of genius; however doesn't enable the raw outrageous antics of Borat Sagdiyev.
A lot of effort was put into this, it's clear, and the same disruptive pranks are followed throughout."
991,19-Jul-21,Abdulxoxo,6," Fairly amusing
","My feelings for this film are fairly similar to the last one. Some bits were funny, but much of it wasn't. The narrative structure of this film is there to begin with. It's ludicrous, but at least it's somewhat structured. It doesn't take too long however for the structure to begin to crack and the film to become mostly a collection of political and/or gross out skits. Obviously after the success of the first film Borat is a recognisable character. This is even brought up in the movie. For that reason Cohen has brought in Bakalova to play his daughter and sent her out to do most of the ballsy, cringe worthy stuff that he simply wouldn't be able to do anymore without people realising what was going on. I thought she stole this movie. She was involved in most of the funny scenes. One of the major issues I have when watching this, is what do they tell people about the cameras? There are some scenes where you can tell that we're watching real people reacting is real ways. There are some scenes that are obviously staged. There are also quite a few scenes though where we're meant to believe they are real, but I'm extremely sceptical. In those scenes I was slightly taken out of the movie as I was too busy trying to work out if the people were in on the joke, were they actors or were they just as stupid and gullible as they'd need to be to get genuinely pranked like this? When it comes to a film like this, it all comes down to taste. What somebody finds funny somebody else will find offensive. Sasha Baron Cohen, and Borat as a character, is all about pushing the boundaries. We all have a line. In the times where he stays on the right side for me there were a few laughs; but too often he goes over the line far enough for me to not find it funny. Overall, as expected this film did have some funny moments, but for the most part I didn't enjoy watching it."
992,5-Nov-20,ethanbresnett,7," Underwhelming considering the hype, but worth watching
","A little disappointing I must say. I watched the first Borat a long time ago, so my opinion of it may be inflated, but I didn't feel the sequel lived up to the first at all."
993,23-Oct-20,vanessalit,10," Brilliant satire.
",God did I need to laugh and I did. Especially loved the storyline spoofing patriarchal culture and Melania's golden cage. The debutante ball punk couldn't have been any funnier. And then there was the crashing of some kind of republican ladies' affair. Kudos to Borak's costar who was superb!
994,24-Oct-20,atbruce-50727,2," This movie is great
",NAHT.
995,2-Jan-21,ericsandler72,3," Time waster
",If you want to waste your time watch this stupid movie.
996,3-Nov-20,vithiet,7," Some really funny moments but not as great as the first one
","This is definitely in line with the spirit of the first movie but it does give off a vibe of ""recycled material"". There are definitely some funny moments but some of them felt very scripted; after looking into it a bit more, it's been confirmed some of them were staged (not all of them though) and that is also taking away some of the charm. Still a pretty funny comedy overall if like me you like this type of humor."
997,16-Oct-22,AngelHonesty,7," Here we go again
","It was funny, not as good as the first film, but still funny."
998,21-Oct-22,Zac_La_Porte,8," Very Naaaiiiiice!
","Borat's second ""Moviefilm"" is majorly offensive and super inappropriate... which is all anyone could ask for in a 2020 version of Borat. Sacha Baron Cohen returns as Borat filming another mockumentary in which he travels to America to reveal more about their culture. This is hilariously after he is released from prison for bringing shame to his country after filming Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan, and the new jokes and motives for this new movie are absolutely superb."
999,27-Oct-20,ZestyLimeStudios,4," Missed Opportunity
","So i have seen the first Borat film & it is very funny, so i was shocked when another Borat film was coming all these years later."
1000,23-Oct-20,shankvijay,10," Omg. What a hilarious movie. Sacha Baron Cohen is a genius
","Sequels are never the best, but this one is topping the charts Tutar is simply amazing it cannot get any better than this"
1001,15-Oct-23,Bernie4444,10," Icky poo - Today's Beverly Hillbillies in politics.
","Thake out the older fish out of water Beverly Hillbillies and replace it with a politically incorrect nerd (Sacha Baron Cohen) and his not far from the tree acorn... oops daughter (Maria Bakalova). A few lame Donald Trump jokes (Donald would appreciate) and what do you have but a big mess. Oh yes, they call this mess a musical comedy."
1002,6-Dec-21,jonathaneke,1," Not funny
","The show just generally tries way to hard to be funny, but just comes across as annoying... literally just watch the trailer of the show then u have seen literally everything u need from it."
1003,5-Dec-20,srost-1,10," Sasha shows our warts with humor
",Amazing movie. Once again Sasha gets people to show their true self ... good or bad.
1004,24-Oct-20,Warren_Scott-55087,5," A FEW GOOD LAUGHS BUT TERRIBLY SCRIPTED
","IF YOUR LOOKING FOR RAW, TEAR DROPPING LAUGHTER FROM REAL REACTIONS TO BORATS MADNESS LIKE HE DELIVERED IN THE ORIGINAL, THEN YOU'LL BE AS DISAPPOINTED AS I WAS... IT'S NOT FUNNY WHEN THE TARGET IS IN ON IT... I'M SHOCKED THAT THIS COMIC GENIUS INSULTED THE INTELLIGENCE OF HIS FANS BY ALLOWING THIS TO BE SHOWN TO AUDIENCES."
1005,1-Nov-20,yada2121,4," I remember now why I'm not a Borat fan!
","Full of farcical prank jokes! And parodies of political incorrect jokes. After five years of Trump, this is not funny anymore. Political humor is just not my cup of tea."
1006,2-Nov-20,bashar_nahab,1," Demeaning for women.
",Very demeaning for women. objectifying women. Some of the content is funny though.
1007,2-Nov-20,fciocca,8," The sequel is actually slightly better than the original movie
","Borat is back after more than 10 years since his original installment in 2006, and oh boy if it was funny. I think that this sequel was actually slightly better than the original movie, for sure I laughed more and I really appreciated Tutar, the daughter of Borat portrayed by Maria Bakalova. She was amazing and I genuinely think that she had the most funny jokes this time, her character has a progressive and interesting development. There is a special chemistry between the two main characters and I really like how their daughter-father relationship evolves. Both actors speak their native languages, Sacha I presume communicates in Yiddish, while Tutar I am sure speaks Bulgarian. It shouldn't be easy to coordinate during dialogues when you use two completely different languages, so good job."
1008,25-Oct-20,djurrepower,5," ye sure
","Its still hard to see who is in on the joke and who isnt. but overall i had a few laughs. but again it swings back and forth between cringe and humor. with the new political landscape it brings some new ideas, but like the previous film, it will get dated very quick."
1009,10-Mar-21,gallagherkellie,6," Funny first half
","I was laughing out loud in the first half, but the second half I barely giggled. It was too scripted and not as realistic as the first movie.
Plenty of great shocking moments though!"
1010,9-Dec-21,BrunoRatesTheMovies,4," ""I go to America!""
",It was nice. Missed the novelty and shock value of the first movie but still raised some valid social questions. And I did have to google how much was real and what was fake. Very surprised as to what was actually real! Cringe to watch at times but that's the world now isn't it?
1011,20-Nov-20,bob-the-movie-man,6," Crude: check. Offensive: check. It's Borat... what do you expect?
","Kazakh news-hound Borat Margaret Sagdiyev (Sacha Baron Cohen) is in trouble with his country's rulers after his first 'moviefilm' brought shame and disrepute to the country. Under threat of death he is sent on a mission to deliver Johnny - a monkey, but the most popular celebrity in Kazakhstan - as a gift to Donald Trump."
1012,1-Mar-21,damlaceylan-35385,1," Mindset of discrimination
",If your idea of comedy is mocking other cultures and human beings..then you're welcome to watch it.
1013,1-Nov-20,liveaholic,4," doesn't have the same feel anymore.
","Feels a bit too fake, and nobody in the film even gets that upset. Da Ali G Show was amazing, because you could tell he was simply sitting in a room with REAL people and they had no idea they were a part of the joke.
I enjoyed the first Borat film, but this one just feels too unrealistic to me. It's possible the bits were all with people who had no idea this was Sacha Baron Cohen, but i sincerely doubt it. The dialogue and things people say seem much more rehearsed than bits on Da Ali G Show."
1014,23-Oct-20,ojadran4,10," Clever writers
",This movie has so much comedy and heartwarming moments that it makes you forget to realise how amazing the films writers are that they were able to adapt so well to the current pandemic situation to give this movie even more of that tasty realism and make this a true Borat movie
1015,29-Oct-20,ty-jensen,7," Fine like the original.
","I wasn't excited for Borat 2 because I didn't love the original which I seen back in 2007 so I was 18. Both films are fine, I don't know which is better."
1016,23-Oct-20,joehenley-26606,8," Sacha has still got it.
",Not quite as many shocking moments and more focus on the story compared to the first but the climate that Sacha has to do this in was insane with the virus going on. It's hard not to look at the original with nostalgia but still pretty damn good.
1017,24-Oct-20,unison-369-306249,10," I loved the first one, but this was even better!
","I compare the first one to Jackass. A bunch of cringeworthy segments, but this one had a plot tied into the cringeworthy segments. Maria Bakalova has balls of steel to keep up with the master Sasha Baron Cohen. She was more than delightful and mega comedy chops. The storyline which I didn't put much thought into at first turned out to tie it all together in a great way. Worth the time and I will watch it again tomorrow."
1018,13-Dec-21,borgolarici,6," Underwhelming
","Borat is a funny character and his stupid jokes make me laugh (most of the times, at least)."
1019,8-Apr-21,thejohnscott,2," Beating of a dead horse.
","After the first Borat being hilarious I really wanted to like this. The issue is though that everyone knows who Borat is now, compared to some weird dude causing chaos like back in the day. It just wasn't to be, Borat pulled a fan club almost everywhere he went and the subtlety of the gags in the places he wasn't recognised were pretty slim."
1020,30-May-21,yndwgym,1," Soooooo bad!
","This movie goes from bad to worse! No acting talent, horrible, meandering story, tasteless humor. I don't know how anyone could justify giving this movie any kind of positive rating."
1021,23-Oct-20,scanabe,1," Probably the worst of his films and that's saying something
",Just a disgusting vile film. Humor for a 12 yr old boy. Degrading to women
1022,23-Oct-20,pandeyvibhav,10," Helluva movie....wawaweewa
",Didn't disappoint. It's everything that we expected.
1023,13-Nov-20,ajiteshbadri,9," Funniest movie
","Nice.....chenquiee
Sacha is brilliant
I laughed a lot"
1024,25-Oct-20,hawaiialin,9," Excellent
","Tons of adult fun, and the real scenes with Pence and Giuliani take the cake. Brilliant in so many ways, politically motivated, and executed very well. Bravo...bine le ai facut."
1025,17-Jan-21,xenomorph-99180,1," Way too staged
","It started off funny but everything was so clearly staged that it removed a lot of the humour. They then tried to say in interviews that only 1 scene was staged and the rest were real interactions, which makes you realise that most of the stuff they said was ""real"" in the movie was fake. It becomes the same one sided narrative we hear daily, and to poke fun of both sides is funny, but to poke fun of only one side is cowardice. Grow some stones and dare to create some proper 2 sided humour."
1026,3-Nov-20,bramwellrichmond,3," Like minded individuals
",Although I may be a minority voice I feel this wasn't a touch on the original film.
1027,25-Oct-20,Andrew_Wiper,8," Very nice sequel.
",It's not as funny as the first one but it's still damn funny. Borat's daughter is actually a scene stealer in this. I liked it. Sacha baron cohen is a comedic genius and he's just as funny in this one. I really liked the chemistry between these two. I'd watch Borat 3 in a second.
1028,27-Nov-20,Svenstadt,3," Yizhyamesh! Very stupid film!!
","I only watched the first 5 minutes or so, and that was all I needed to see. It's just a bunch of inane, over the top ethnic jabs which might elicit a minor chuckle here or there. He gets kicked out of his village in 'Kazakhstan' which shows very little effort because the viewer knows it's all fake and staged!"
1029,28-Oct-20,kayehobbs,1," Waste of time
","Stupid, just stupid. Not worth my time. I watched to see what the big Giuliani thing was about, it as just him adjusting his pants. I can't believe that this movie got any good reviews, simply not funny"
1030,25-Oct-20,julieshotmail,8," Maria Bakalova is an impressive prankster in near own right, equal to Borat
","The predecessor from 2006 is better, more authentic, and has a greater number of funny scenes. The context back then also makes you convinced how the interviewee would agree to have a camera around and would be OK being filmed. But this time, some scenes seem staged with ""actors"" in on the joke, like the scene with the ""babysitter."" If she's not an actress, how is a camera in that situation justified? At any rate, Maria Bakalova is the true revelation here. She can certainly hold her own, and her commitment is impressive. Notice how she doesn't hesitate to eat the lipstick, and then Borat immediately copies her, like ""That is funny and brilliant. Let me be seen doing that too!"""
1031,30-Oct-20,taedirish,7," Meh
","Hard to believe it's been 14yrs and the Borat character is still just as recognizable today. In fact, it'sso recognizable that I'd argue it's impossible to believe all the bs stories about people suing because they felt tricked.
That being said, I just couldn't get the laughs from this film that I got from the original. I admit I found the actress playing the daughter super cute and both the main characters were talented, but the film relied so heavily on the same old jokes that I was barely able to muster a chuckle. For me, the primary laughs came from how ridiculous some of our political views sound when spoken out loud. I'd imagine too many people across the world they sound as ridiculous as they came across on screen.
Maybe I'm just older or too analytical not but I couldn't find the pranks as plausible as I did during the original.
With nothing else to do, it's a movie that passes the time but that's mostly all it is.
I'd imagine anyone who liked Borat is going to watch this and everyone else will pass, I can't imagine anyone being on the fence about this one..."
1032,26-Oct-20,jovan-soskic,1," extremely bad movie
","I watched Borat I, interesting. A dictator, too. This, I don't know how to define. One of the worst movies of 2020, and there were some really bad ones."
1033,25-Oct-20,kareenae,10," Crazy suspicious republicans! 😂
",Fantastic movie! Can't wait to see it again. The ending was absolute genius. I wonder how many idiots will actually believe it?? Borat 3 please ASAP!!
1034,27-Oct-20,ronenbjorkquist,1," Garbage movie
","Absolute garbage movie. I loved Borat back in 2006. This was just a garage follow-up. The scenes were boring and the whole setup of him ""bringing"" his daughter to USA is just plain boring. The daughter-actor was garbage too."
1035,25-Oct-20,markdvz,2," Political diatribe
",Funny when he's just being an artist/comedian.
1036,28-Dec-20,antropine,1," Go woke, get broke...
","Utter disappointment! You can see how his career is fading away, so the last attempt to please woke public by attacking only one political party. And also releasing his movie just before the elections. Now someone tells me that he is not some submissive pawn. A shadow of his former self and movies. Those scores proves it. So cringy, so pathetic. Lost his touch and soul."
1037,18-Jul-21,fostrhod,4," When good is bad, or is that bad is good?
",Borat Subsequent Movie Film .
1038,24-Dec-20,shorland47,2," Just not funny
","It took years to make this?
Waste of time. Offensive and foolish compared to the previous borat movie"
1039,29-Mar-21,Neon_Gold,6," Falling a Little Short of The First but Still Great
",Sequels are always hit or miss. It's a hard thing to do and it's hard to follow an extremely well known film and even more so after such a long time gap.
1040,2-Nov-20,murselaminmaithem,3," Every joke needs a limit...
","Menstruation is not a joke. Please someone tell this to creator.
I regret to see this movie."
1041,9-Nov-20,Camerenth,7," Satirical Reality show
","The appeal of this movie is the real moments that our characters find themselves in. This movie, as opposed to the first, actually had a story arc for Borat's daughter that is actually quite compelling at times. The shenanigans that come out of this movie are on point for a SBC flick. Though I will say the viral scene with Rudy G. Is not as controversial as social media might claim."
1042,24-Oct-20,mystuffhere,5," Mostly cringe.
",There were some funny moments but the movie as a whole wasn't nearly as funny as the first. The basic story takes what would've been a few jokes about the mistreatment of women in Borat's country previously and makes it a running gag that goes ridiculously far with it. Relies too much on gross out humor. Hard to watch at times. It wasn't even that successful in political figure-damning. At least not how I expected it to be. Not really quotable or re-watchable.
1043,24-Oct-20,irvinruizabc,10," Unique comedy not everyone can handle
",This movie goes much deeper than anything Hollywood is used to making. This takes the natural reactions and culture of the world not a make believe idea of American culture.
1044,13-Jun-23,cinemapersonified,10," Pretty Good Movie
","Rating: 7.8
Continuation of a beloved classic and one of, if not the, greatest comedies of all time. In its sequel, Borat does not have as much of the charm as its original movie did. Very funny at times but very mild or bland or disgusting at others, story was coherent as very politically brown nose against the right, the movie is ultimately propaganda to vote. Sacha Baron Cohen was great, though lost a step from her previous version, Maria Bakalova was good acting but was no where near the level of sidekick as Azamt, Good but safe story, Very good but safe screenplay, Good direction (But misleading editing). Overall, This movie was a good look back into one of the greatest movies of all time but plays it safe and ultimately boils down into a movie urging the audience to vote out the right (making it a very topical movie at the present but something that will not make it a classic like its predecessor). This movie really didn't have to be made and looks like a cash grab on a retired character."
1045,25-Oct-20,vanwettering,10," Very Timely Takedowns
",Low ratings must be from the takedown targets of the movie. I dont think they would really watch it though.
1046,14-Nov-20,chandni-b-saxena,10," Slapstick from a liberal perspective
","I kept thinking of What would you do? The interview with Giuliani was scandalous but expected. It was the reactions of the ordinary people that kept me thinking of ""What would you do?"" From the buying cages for children to the pastor at the abortion clinic ignoring a grave crime to the very creepy plastic surgeon hitting on a 15-year old to the entire Freedom Protest song, the movie is cringeworthy look at our current times. You can cry to no end or you can laugh at the slapstick comedy as the movie does."
1047,25-Oct-20,billiejoesmum,9," Prefer it to the first.
",Warning: Spoilers!
1048,29-Oct-20,ILikeFunny,10," Hilarious movie!
",This movie was awesome. Huge that the super serious Trumpers have such a hard time finding the humor in it all.
1049,24-Oct-20,Harlequin_07,6," Disappointing as a non-American
","There was some funny bits but if you're not American or interested in American politics it's a bit of a disappointment compared to the first one. The first one was about Borat and his crazy adventures, this one was about current American politics with Borat. Might have been funnier as a series rather than a movie."
1050,8-Nov-20,Olwydd,8," But...
",This is a great comedy on how divided people can become because of news media that is drawing their last breath. Neither the megalomaniac Trump nor sleepy Joe-strogan caused millions of deaths. Sasha being an a-hole outside of this movie is different from the one he portrayed in this movie.
1051,27-Oct-20,noeljoshu,3," Disappointed story line
",The film started slow and ended very slow and at the end could not make head nor tail out of it. The first part was a fantastic movie but this was a disappointment. Even the picturization is so dull and gloomy even in outdoor shots. Content is good but the story line and is awful.
1052,31-Oct-20,imdbmoviereviews,7," simply put... funny but i mean... propoganda endless propoganda
","Obviously there was also a lot of bias before at the first film but everything was satirical and not really serious.... joking about our misunderstaing of diffrent coltures povery hate and so on
but this feels like pure propoganda... extreme mislead and....
funny still beacuse of how silly and idiotic it is..."
1053,28-Oct-20,themickeyc,5," Democrats propaganda
",Whilst it had some funny moments was not nearly as good as the first one and was EXTREMELY political with the timing of the release definitely not a coincidence - if as much time was spent on making a funny movie instead of promoting the democrats party by bagging out the republicans I'm sure it could have been hilarious however Hollywood with it's left wing agenda it was never going to be that way
1054,29-Sep-21,alexwilden,1," So boring, this character needs to die
","The Borat character isn't funny anymore, originally was boarder line funny at times, but on the whole always has been pretty boring. Please stop."
1055,24-Oct-20,pradhan_arjunrulez,8," You know who to vote!
","Sarcastically on point. Very well made movie during pandemic , not as funny as borat 1 but serves its purpose with great humor."
