Name,Date,Rating,Review
"
                    
                    
                ","Oct 24, 2020",0,"
                        Nothing but recycled jokes from the first movie used repeatedly.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        The entire movie was a rip on conservatives. I could have handled that if the movie was funny. There were maybe 2 or 3 funny parts. The rest of it was a struggle to watch. I actually fell asleep 🤷🏻‍♀️
                    "
"
                    
                        
                            
                                david r
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        I am not a fan of Borat, I resisted the original movie for a long time, I remember seeing it but not liking the material.
 I only saw the sequel because I think Sacha Baron Cohen is an intelligence asset (like that series he was in) and I wanted to see what kind of narrative this movie pushed on people. 
With that being said, I haven't laughed out loud this hard in a long time! The irreverence and the on-screen responses were hilarious! Narrative aside, this movie really made me laugh, the plot was hilarious, the stunts, and the people were hilarious. 
This movie definitely has a purpose other than to entertain and it is effective, as far as film-making, that's what you want to do. Laugh, people, and #lookintoit.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This had moments where I laughed out loud,but overall it was a poor imitation of the first one .
It felt more of an attack rather than ridicule.
I imagine it will get high ratings because  it does the whole orange man bad shtick, would have preferred it to be more even handed .occasionally funny,not offensive or disgusting just very disappointing
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat Subsequent Moviefilm like first part, was fairly amusing.

The satirical idea for the film is simply brilliant. The character of Borat is same as first, brilliant.

The movie starts slow but with time, movie becomes amazing and the ending was unexpected. It's execution was better than the first one.

There are no proper words to describe Cohen. His dedication and perfection in this role is nearly unheralded in my mind.

Overall, I would recommend everyone to watch and enjoy it.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Best movie ever made...
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        It could never be the first one part 2 because everyone knows who Borat is, but this works on a different level and still highlights how dense some of America is.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Hilarious. Great job of shitting on the absurdity of the modern GOP qanonners
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Cohen deftly manages to create an oddly heartfelt and hilarious movie whilst walking the satiric tightrope buoyed as always by unknowing reality stars who showcase the best and worst of us. Highly recommend. 
                    "
"
                    
                        
                            
                                Tim G
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Some parts are inspired, some fall flat - to be expected.  Knowing the climax ahead of time was a bit of a downer.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Not funny. Tried too hard and not enough at the same time.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        First movie was amazing. Trying same old gimmick doesn't come off as funny. What a disappointment
                    "
"
                    
                        
                            
                                toby h
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        The return of Borat sees him back to his hilarious shocking best. Baron Cohen once again shows his ingenuity and his commitment to the cause. Borat subsequently quite easily makes the USA look ridiculous.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        I started off hopeful, maybe my expectations were too high. I struggled to get through this movie. What started out as a sequel to the legendary Borat film slowly ended up turning into a cringe fest and endless strings of callbacks. It didn't have the same authenticity and hidden camera prank show feel that the original film had. I did laugh, the abortion center bit and them messing with Giuliani were pretty funny. The rest of the film, not so much.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        While comedy can sometimes be offensive, this movie takes it to the pointless level. I don't think these movies have aged well.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        It might not reach the heights of the first one, because that was a seminal movie, but this is the funniest comedy movie of the last few years.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        23 minutes in without a single laugh.  I've had enough.  Dismal shit.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        I can't believe I sat through the whole of that. I suppose I was waiting for something interesting or funny to happen. It was just offensive, and anyone with the right amount of inability can appear to be talented if they're offensive and shocking enough. I genuinely felt sorry for Cohen, for he's certainly lost the ability to entertain.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Not funny in the slightest.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat 2 was fkn terrible... I'd put it right beside Zoolander 2 for how bad it was. Most of the movie is totally scripted too... Can't really suspend belief conversations are real when you take into account there is also a camera guy sitting there filming everything. Borat 2 mostly relies on shock value which in this case just felt like they were trying too hard. That is usually also a poor way to get a laugh when you lack any comedic talent or humor. Waste of time.
                    "
"
                    
                        
                            
                                nina b
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        No where near as funny as the first one. Almost died from laughter with the 1st movie. I think I giggled twice with this one. Very liberal driven. The entire movie revolves around mocking Trump supporters. It's a shame. Just when I needed to laugh most in life, Sasha gives us this heaping pile of bs. When will these entertainers learn it's best to stay away from politics.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Highlights how backwards parts of America are but does it in a hilarious way
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        I normally love Sacha Baron Cohen's movies, particularly ""Borat"". But, I have to say this one was borderline trash. There just weren't very many lmao moments and a majority of the time I felt uncomfortable with the scenes regarding a girl that is perceived to be under the age of 18. I also think it was entirely too political. I definitely think Cohen has tremendous balls for the stunts he pulled but I feel that the movie is very much partisan and instead of making fun of both sides of a divided country, it was used to highlight stereotypes and negative features of a group that does not represent the actual base of the political party. It was done in very bad taste, in my opinion.
                    "
"
                    
                        
                            
                                Leonard E
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        The end of the movie tells you to vote and hits hard on people who are conservatives. That should pretty much tell you why this movie was made and where this movie is going. Its nothing like the first, everything seems very scripted and very agenda driven. This movie will make liberals hate conservatives even more than they already do and will turn off conservatives to hollywood films,  adding more fuel to the gaping divide currently in the USA. Its unfortunate but this movie is another victim of modern times.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        One of the few sequels that meets the quality bar of the original film.

The first Borat was the critique on America from abroad. This Borat fuses the character we know and love with a critique on some of the darkest areas of the country we know and love. Borat 2 shows us the culture war being waged through our political system that is moronic at best.

Absolutely brilliant performances by Cohen and Bakalova. Cohen is a master, once again, in the moment not only acting out Borat's character responses but guiding the viewer into constant 'WTF moments' because the unwitting actor drives the scene even deeper. Bakalova crushes her character by instantly making the audience fall in love with her and giving Borat 2 the fictional emotional depth the first never had.

Nothing will beat the originality, avante garde, and street performance of the original Borat. But Borat 2 gives us everything we loved about Borat, actual fun/engaging fictional scenes, and a movie delivered that is sure to make a cultural impact at the perfect time.

Those upset that it shows some of the less pleasant narratives in our country need to take a step back and re-evaluate their worldviews. If your preconceived life narratives are so unpleasant that a movie makes you uncomfortable... well then maybe you shouldn't have held those beliefs so hook, line, and sinker.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        A viewing of Borat: Subsequent Moviefilm confirmed my initial suspicions; this was exactly the kind of satire the world needs right now, and Cohen couldn't have picked a more appropriate time to resurrect the character. The film is occassionally disgusting, consistently hilarious, often brilliant, and constantly crude. It's everything one would expect from Borat, and proof that such a misguided character can still be relevant in comedy filmmaking after so many years on the shelf. While Cohen's humor may not be for everyone, it is certain to illicit laughs from fans of the first film, those not in support of current political administration, and a substantial number of people who are sick of 2020.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Once again he shows how the current america looks to the outside world. 
Sure many americans will be triggered, but thats propably cause they are already to used to this madness. I would give 5 stars if both parties would been equaly ridiculed. Since both deserve it.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Loved first Borat movie. 
Loved Bruno.  
Loved Who is America.

This was terrible.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        The movie is great if you just put politics aside. A lot of snowflakes are getting butt hurt lol
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        My goodness this movie sucked. It has some really iconic moments like that Rudy Giuliani scene. That's pure comedy gold but the rest of the movie is a big cliche with a lot of cringe moments. Now I know tons of people are just looking at my score of this and saying "" this guy hates freedom of speech"" and that is not the case internet people. I loved the first borat, Bruno, and da Ali g show back when it was on showtime I think. It's been a long time. But man I was really looking forward to seeing borat in a new movie and what crazy cool stuff he was going to do this time. This time borat has a daughter. At first I was like ok cool he has a daughter but then it just predicted the whole movie in the first 5 minutes. And I just couldn't with the daughter. It's not bad, it's just disappointing. Borat is supposed to be by himself and his producer but nope borat ""needs "" a story and it does work at the end of the movie with Rudy giluani. I have no clue how to spell his last name and he doesn't deserve to have his last name spelled correctly that creep. I feel so bad for the daughter actress to do that with Rudy. It makes for comedy gold but god dang. I love all the parts when borat is going to the republicans convention thing to find pence. That's hilarious but man everything else is gosh dang cringe. His daughter I think is the worst part of this movie and I apologize in advance. Most of her stuff is cringe and I know borat would do that crazy perverted stuff in the first movie but still. All her bits are bad and I don't think you can do these type of movies anymore. Yes they're funny but once it gets popular you can't go in public and do it. I'm glad they mentioned it in the first 15 minutes of the film. That's a smart and logical explanation for him not being in public a lot. But that kind of messes up the whole movie. The best part of the original borat is that he can go anywhere and everywhere nobody knows who he is but in this he can't do anything. People are getting ""smarter"" hopefully but who knows. This doesn't really work in 2020 unless it's an hour and something minutes doing political stuff. That's the borat I want like the first but this is just cringe.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Terrible....just terrible!  So bad it's unbelievable.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat returns just in time to save 2020 (although his daughter is the one who ultimately steals the show). It's not as consistently funny as the first film, but it is much more heart felt, satirical and audaciously vulgar at times.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        It blew my mind, the first one was really something else, it was fantastic, but this is truly amazing. Baron Cohen's ability to blend in and to make people expose themselves for how horrible they are is incredible, not to mention the fantastic performance by Maria Bakalova, this is satire at its peak, definitely a must watch
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat: Subsequent Moviefilm is the sequel to the original after 16 plus years staring Sasha Baron Cohen as Borat.  The story starts out in Kazakistan where Borat is thrown in jail after his initial failed trip to America.  This time around the plot surrounds his family as he flies back to America to gift a present to the VP. He is surprised to see his daughter was packaged to Texas and together they expose the true side of American people's behavior and how they think and act towards others.  The plot surrounds the initial stages of the COVID-19 virus hitting the states and I didn't know how they got so close to the VP in Texas and how they exposed Rudy Giuliani.  The story had some funny moments but it wasn't as good as the original.  It was worth watching it to the end even with a cameo by Tom Hanks.  Overall it was okay but this one was a bit too liberal.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        A far cry from his work on HBO.  Felt forced and rushed with lots a filler.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        A moviefilm one should view with much excite. It has bringings of much joy in an otherwise very dark world. 2020 filmings of the year IMO
                    "
"
                    
                        
                            
                                h a
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Yeah it's funny. Much like the original HBO borat but better. It's ridiculousness premise didn't seem to bother me.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This movie was hilarious and truly cringeworthy but not in a bad way, if that’s even possible. It exposes the ugly underbelly of the Deep South. Ignore all the negative reviews. They’re by Trump supporters who are pissed off at being exposed so bad in this movie. The Giuliani scene should end Rudy’s career. Mic? Yeah right.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Felt so staged compared to the orginal Borat which had real people's real reactions. Plus just so much politics, some is okay but was shoved down tour throat every scene
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Genius!! I'm ready to watch it again. I loved the first Borat and was hoping this wouldn't disappoint me, as sometimes sequels do. Loved the new characters and the ending was kind of touching lol. Raw, offensive humor, not for you if you can't handle that.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Great film! Way better than the first!  Had a strong message and good character development.  From what I can tell, people don't like this for political reasons, but it's not as political as I expected.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Outdated. Cohen has lost his edge. It's a safe movie that relies on callbacks.
                    "
"
                    
                        
                            
                                dan m
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Hard to believe it's been fourteen years since Borat's first movie, and my how the times have changed since then. For the sequel he teams up with the daughter he never knew he had and the process of having her made up and touring the country sorta reminded me a bit of Johnny Knoxville's Bad Grandpa. Tutar(Borat's daughter) plays well off of Borat's character, you really do feel like she's really his daughter. Is it as crazy and shocking as the original movie? Eh.. probably not honestly. You still get the shock factor in some scenes sure, but since so many people know about Borat due to his first movie he has to change his image a bit throughout the movie. The scene at the end where he walks in on his daughter and ""America's Mayor""(hah) and Drumpf sycophant, Rudy Giuliani is amusing stuff indeed, just wish it went on longer. Now I'm curious if there will be a third Borat movie at some point, in the meantime this was a nice, unexpected surprise.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        The one genuine comedy movie to come out in a long ass time.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Some hilarity, but finds itself trying too hard at times.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        10/10 very nice, much success!
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This movie is a great success
                    "
"
                    
                        
                            
                                steven t
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        F***ing hilarious, just what we needed.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This is gonna be epic 
An oscar contender for sure
The Return of S.B.C
                    "
"
                    
                        
                            
                                luca o
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Almost as good as the original. Veeeeeeery naice and funny. So relevant that sometimes hurts.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        A sense of humor not surpassing a junior high intellect is required to appreciate this movie.  What a waste of time for any respectable adult.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        it was funny probably better than the first one.
                    "
"
                    
                        
                            
                                a a
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        A few laughs but not nearly as fun as his other movies. You can tell most people are in on the joke, and it just lacks the classic borat absurdity
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Good enough for what it was
                    "
"
                    
                        
                            
                                samuel j
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        If you don't like this, then I can't help you.  Pretty sure the ratings on here are based on your political party.   This is close to a masterpiece in comedy, especially given these Covid times.  To add on, there's about to be a new female star actor.....
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        If you are offended by this movie, you are probably the butt of the joke.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Another burst out laughter, over the top, SBC project exposing America's ugly roots in casual racism, sexism, and creepy old men, giving an outlet for 2020's frustrations right before the election. In the field of outrageous political prank movies, Sasha Baron Cohen is truly the smartest person in the whole flat world.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This was not like the first Borat. Borar was feesh and funny. Borat II was stale as three week old bread. It had about three ok funny moments for about two seconds. The rest were weak and forced. All the ""situations"" weren't funny and seemed like bad SNL skits. Really sad because I wanted to laugh in tears like the first Borat. Thisbone makes Bruno seem like comedy gold. Epic fail.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        so funny! and heartwarming to boot. i was disappointed azamat didn't return but the new sidekick is even better and deserves best actress oscar for her hillarious and talented performance
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        I don't have much to say about the new Borat beyond the obvious: it was hilarious, I gasped a lot, I can't believe the types of people he still encounters in America, Giuliani, etc.

BUT

How are there still rubes that don't know who he is? Like the print shop guy, or the babysitter. Surely, they must realize something's up with the camera crew around. Borat was a cultural phenomenon in 2006. He's so recognizable, he's been a go-to costume for the last 13 Halloweens (I love that the film comments on this, having him find his own Borat  costume in a Halloween store). If I think about it too hard, it starts to feel staged, which robs the film of some of its magic hilarity. 

Still a blast though!
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Disappointing since the first was so good. Picks right leaning targets to make fun of and contains the grossest scene ever. 
                    "
"
                    
                        
                            
                                abbas b
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Just saw it and it is hilarious.  Amazing how Cohen is still able to pull this act off.  I read about his stunts before I even knew about the movie and it is amazing how well it is put together.  Not as shocking as the first one, but still just as funny.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Hysterical and a perfectly timed release date. Vote!
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        If you want a good laugh this is not for you. I loved the first Borat. This Borat was literally all a political propaganda push. In a time when we all need a laugh and something ELSE to think about, we get more propaganda. Very disappoint.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Not as good as the original but the final third is genius 
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat 2 is as good as it could possibly be without the element of surprise. Amazing.
                    "
"
                    
                        
                            
                                fred m
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        This dude is Mark Twain 2.0   I think he might be Jordan level in his field.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat Subsequent Moviefilm is a frequently hilarious film that lives up to the original. Sacha Baron Cohen is as hilarious as always. But honestly the standout might be Maria Balkova as Borat’s daughter. She plays her part perfectly. The film has more of a narrative than the first one. This can give off the feeling that certain parts are more scripted. But damn I haven’t laughed this hard in a movie in a while. At one point I was in tears. This is strong biting satire. It is very relevant to today. Surprisingly, the film has a lot more heart than the original. Thankfully the film never sacrifices humor for sentimentality. Overall, I had an amazing time with this. The real question is how well this will hold up. The film is so rooted in 2020 that there’s a strong chance this won’t be as timeless as the original. Hence, I do prefer the original. Still, I can see this being an interesting and hilarious time capsule of 2020. I highly recommend watching this film, and please VOTE! 
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        AMAZING!!!!..........
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This movie delivered on all the ugly truths about Americans. Some are bat shit crazy, some don't care about women or children, but some show compassion and love to strangers.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Exceeds expectations. I don’t want to say much more but SBC is a genius. 
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat Subsequent Moviefilm, the sequel mockumentary comedy film directed by Jason Woliner, starring, written, and produced by Sacha Baron Cohen. This film is the sequel to 2006's Borat, one of my favorite comedies, and wow I cannot believe it's been that long! And although not as fresh as the original film, this sequel does not disappoint. The returning character of Borat Sagdiyev is just as raunchy and inappropriate, and the pranks/interviews are as uncomfortable and hilarious as ever! The main difference between the two films is this sequel clearly tackles modern American politics over all else, which gives it a bit of an extra edge.

I definitely don't want to give anything away as far as the story. Borat's daughter is introduced – played brilliantly by Maria Bakalova – which adds a nice, heartwarming side to the comedic elements. The climax of the film and especially the ending, are so shocking, a couple things I never expected. But that's what Sacha Baron Cohen does best, with his mockumentaries. If you're a fan of the Borat character, or just a fan of Sacha Baron Cohen's comedic style, I highly recommend checking this one out ASAP, available right now on Amazon Prime Video
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        The slight chuckles were light years apart.  One and a half stars because the sound was adequate.
                    "
"
                    
                        
                            
                                nancy r
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        So timely, wonderfully written and skillfully acted.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        An ode to women everywhere. 96 minutes portraying the reality of life for women in America. So uncomfortable to watch, with few laughs but rather leaving a lasting impression. He pushes and pushes the audience to new levels of discomfort and sadly isn't met with much resistance from the men he encounters. From the perverted father who whispers he'd pay $500 for his daughter, to the surgeons without morals willing to do 21 thousand worth of surgery on a child, and a lack of any interest in the well being of his daughter. 

The pro lifer and his attitude towards a victim of incest ""god makes no mistakes"" and even the way he treats his daughter isn't far fetched and is the sad reality of life for millions of women married off as children,denied a lack of education and treated as nothing but a tool for men's pleasure. This is the reality of life for women in This world. 

Don't expect laughs, it should make you uncomfortable . This is the reality for women in 2020. 

Thank you Sacha for this uncomfortable film.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Borat used to be funny
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Nearly as funny as the original!
                    "
"
                    
                        
                            
                                juan m
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Very bad movie sequel. Not worth it. A waste of time. The first one was better.
                    "
"
                    
                        
                            
                                dennis r
                            
                        
                    
                    
                ","Oct 24, 2020",0,"
                        Great film!  REally enjoyable.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        While Sacha Baron Cohen is still hilarious as the title character, Borat: Subsequent Moviefilm falls apart due to a scattershot story, and jokes that rely on politics and being gross, rather than actually being funny.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        It just isn't funny compared to the original.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        The hero America deserves 
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Simply amazing. I haven't laughed this hard at a movie in years, Sacha Baron Cohen is just as incredible as when he started with the Ali G show all those years ago. His new co-star Maria Bakalova is a perfect pairing and adds a lot of freshness to the film. SBC is a god damn genius and this is the movie people need to see right now.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        If you rate this less than a 5 your name is probably Karen. 
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        Super excellent film.  Funny and sad at the same time.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        So surprised with the few laughs had, i'm not into American politics so i didn't get most of the humour. Most other scenes fell flat. But definitely not as enjoyable as the first.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        I'm going to be honest. I don't want to be tricked by nostalgia here, and although I think Sacha Baron Cohen is an amazingly talented actor in everything he does, the storyline he thought up for this one wasn't his best work. Of course there were funny parts but on the whole I wasn't captivated like I was in the first one and in the dictator, for example. I think we are all aware that Sacha feeds off of controversy and in the world which we live in now it is clear that there is much less of a market for this and so he really had to tone down his character since the first one, which ultimately made it feel like a slightly unnatural version of the Borat that we all know and love. I can appreciate that it is not actually possible in this day and age for Sacha to make the character as offensive and controversial as he was originally so I do sympathise that it is difficult to make it appeal to the same market as the first one did, but I also feel like this was a rather weak attempt at getting around that and finding other ways to make it funny.
                    "
"
                    
                    
                ","Oct 24, 2020",0,"
                        This is as funny as the original.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Such a disappointment. Hard to watch. Just wasn't funny. If you're going to go after the president at least make it funny.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Honestly not a patch on the old one but absolutely side splittingly hilarious . The man's a genius
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        A damn good sequel which I really didn't think would live up to the first one. Fans of the first movie will have an absolute blast with Borats new outing!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Brilliant movie. Such a great critique on where we are in the United States right now.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        A masterpiece! Trump lovers will hated! 🤣🤣🤣
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        To be honest, I have been a huge Borat fan for a while, however a sequel is always hit or miss. And my goodness did Sacha Baron Cohen hit this one out of the park. Hilarious from the get go, and it doesn't let up. Not once does it feel like there's nothing happening, it is just non-stop outrageous comedic gold. This is what we needed in 2020.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        This guy is a genius. Maybe not his best work all around but as usual VERY FUNNY!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Laughed my arse off 
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        As funny as the original and needed even more in this day and age!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Sacha Baron Cohen hits it out of the park two weeks in a row. Firstly in Chicago 7 and now in his return as his star making role as Borat. The character is as needed and timely as ever and Maria Bakalova as his daughter is as funny and keeps up with Cohen like a timely pro
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Loved the first Borat movie. This one was a big letdown for me. It just didn't have the edge of the first at all and was very politically charged.
                    "
"
                    
                        
                            
                                alex v
                            
                        
                    
                    
                ","Oct 23, 2020",0,"
                        happy day for woman revolution
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Really funny it was surprisingly better than the first movie!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Couldn't even make it half way. Loved the first one. But he definitely wasted his time on this.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Fantastic and intentionally insulting. Also, giuliani  is a fucking creep. Most of the downvotes is from Trumps own disgusting base. Watch it, it's a treat.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Not as funny as Borat but hey, they did get Pence and Rudy for this. And I have no fucking clue how
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Very funny, great movie!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Almost as shocking as Borat was first time round, but maybe with a little more humanity. Maria Bakalova is a real find - she is excellent. Amazing to think how much America has changed (or not) in the last fifteen years.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Very enjoyable film, It has a few dry moments but ultimately it does not disappoint. A great addition to Borat. Yakshemash
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Genius. Nearly better than the first!
                    "
"
                    
                        
                            
                                Richard P
                            
                        
                    
                    
                ","Oct 23, 2020",0,"
                        I really liked the original Borat flicks-- clever and funny stuff.  This one..ehh..not so much..too political.. and ..not funny. Don' bother watching.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Funniest thing I’ve seen in the last 20 years. From the first frame to the last, simply amazing!!!!!!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        a nice way to relax for a bit. I laughed a decent amount.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        great and fun film. I'm not sure how they did it, but they did. bravo. 
                    "
"
                    
                        
                            
                                Serene A
                            
                        
                    
                    
                ","Oct 23, 2020",0,"
                        Riotous, hysterical, searing, and as good, if not better than the first!
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Disgusting and offensive
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        You'll love the first hour as it is the most hilarious in the film.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        An appalling waste of time. Tries to be stupid and fails. If it is trying to be funny it fails at that as well.
                    "
"
                    
                    
                ","Oct 23, 2020",0,"
                        Nothing short of a masterpiece
                    "
